key	value
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Ookslay ikelay eway avehay eshfray oodblay.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Ifyay ouyay eeksay otay oughentay ourselfyay andyay indfay ethay aysway ofyay alorvay, eakspay otay emay.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Ifyay ouyay avehay anythingyay otay aysay, ityay isyay estbay ouyay oday osay ownay.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_0	Evermindnay.
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_1	Iyay ouldway ikelay otay owknay...
DIALOGDATA_ENOK_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_2	Otgay Uestsqay?
DIALOGDATA_SANCTUMCIVILIAN_00_NAME_TAG	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ellohay.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_1	Iyay inkthay i'veyay eensay ouryay acefay eforebay... oryay aybemay otnay.
DIALOGDATA_SANCTUMCIVILIAN_00_BRANCH_0_DIALOG_0_INPUT_ALT_2	Ankthay oodnessgay Anctumsay isyay afesay.
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ellohay.
DIALOGDATA_SALLY_NAME_TAG	Allysay
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT	Ellway I'llyay ebay! Aintyay' ityay ayay easureplay otay eesay ayay!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ellway I'llyay ebay! Aintyay' ityay ayay easureplay otay eesay ayay!
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_1	Owdyhay! Owhay ancay Iyay elphay ayay?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_INPUT_ALT_2	Atwhay ancay Iyay oday ayay orfay?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay...
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_1	At'swhay ethay eaturecray?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_2	Otgay Uestsqay?
DIALOGDATA_SALLY_BRANCH_0_DIALOG_0_SELECTION_3	Iyay antway otay adetray!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT	Ohyay esyay, whyyay ofyay oursecay! At'llwhay ebay orfay ethay ourneyjay? Uyingbay, ellingsay?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_0	Ohyay esyay, whyyay ofyay oursecay! At'llwhay ebay orfay ethay ourneyjay? Uyingbay, ellingsay?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_1	I'veyay otgay ethay oodsgay ayay eednay!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_2	Evernay ayay ullday ayday orfay usinessbay!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_INPUT_ALT_3	Ohyay? Otgay omethinsay' inyshay orfay emay?
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_0	Oodbyegay!
DIALOGDATA_SALLY_BRANCH_1_DIALOG_0_SELECTION_1	Otgay Uestsqay?
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT	Ifyay ayay otgay omethinsay' otay adetray, opstay byyay againyay!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_0	Ifyay ayay otgay omethinsay' otay adetray, opstay byyay againyay!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_1	Alwaysyay ayay easureplay! 
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_2	Aketay arecay, unhay!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_3	I'llyay ebay erehay omfray uskday illtay' awnday!
DIALOGDATA_SALLY_BRANCH_2_DIALOG_0_INPUT_ALT_4	Aystay afesay, ayay earhay?
DIALOGDATA_SALLY_BRANCH_3_DIALOG_0_INPUT	Whyyay, at'sthay myyay etpay imicmay, Ikespay! Ehay on'tway itebay.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_1_INPUT	E'shay uiteqay iendlyfray, oughthay ayay ainpay inyay ethay ecknay! It'dyay evernay ebay ethay amesay ithoutway emyay'.
DIALOGDATA_SALLY_BRANCH_3_DIALOG_2_INPUT	Owy'knay, Ikespay ancay oldhay ontoyay ouryay itemsyay ifyay ou'reyay overburdenedyay. Ain'tyay atthay omethingsay?
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_0	Atters'may ofyay actfay, aybemay Iyay oday!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_1	Iyay inkthay Iyay otgay omethinsay' orfay ayay!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_INPUT_ALT_2	Ere'sthay omesay ingsthay otay aketay arecay ofyay!
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_0	Oodbyegay.
DIALOGDATA_SALLY_BRANCH_4_DIALOG_0_SELECTION_1	Et'slay adetray!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ellway, ellway! It'syay icenay otay eesay ayay ewnay acefay aroundyay esethay artspay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Owdyhay! On'tday inkthay I'veyay eensay ayay aroundyay erehay.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Eyhay erethay unhay, omecay onyay inyay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_3	Oodgay otay eesay omeonesay ewnay opstay byyay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	I'myay Allysay! Elcomeway otay myyay Orestay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	I'veyay otgay ayay ewfay oodsgay erehay andyay erethay otay ellsay, utbay I'myay alsoyay uyinbay'! Ifyay ayay indfay anythingyay inyshay, ingbray ityay onyay overyay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Anymay ofyay myyay olleaguescay areyay atteredscay aboutyay acrossyay ethay andlay ootay! Elltay emyay' Iyay entsay ayay ifyay ouyay eetmay emyay'.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Emmelay owknay ifyay Iyay ancay oday anythinyay' orfay ayay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Otednay, anksthay!
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_1	Otgay Uestsqay?
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_2	I'llyay eesay atwhay ouyay otgay.
DIALOGDATA_SALLY_INTRODUCTION_BRANCH_1_DIALOG_0_INPUT	Uresay ingthay, unhay!
DIALOGDATA_CRAIG_NAME_TAG	Aigcray
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_INPUT	Ellohay myyay iendfray. Antway otay adetray?
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_SELECTION_0	Eesay ayay.
DIALOGDATA_CRAIG_BRANCH_0_DIALOG_0_SELECTION_1	Et'slay adetray!
DIALOGDATA_CRAIG_BRANCH_1_DIALOG_0_INPUT	Okayyay, at'swhay onyay ethay enumay?
DIALOGDATA_CRAIG_BRANCH_1_DIALOG_0_SELECTION_0	Eesay ayay!
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Ellohay myyay iendfray...
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Interestedyay inyay adingtray? (Opefullyhay ouyay otgay omethingsay edibleyay, I'myay arvingstay...)
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_0	Omesay otheryay imetay.
DIALOGDATA_CRAIG_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_1	Uresay, et'slay adetray.
DIALOGDATA_FRANKIE_NAME_TAG	Ankiefray
DIALOGDATA_FRANKIE_BRANCH_0_DIALOG_0_INPUT	Ookinlay' otay uybay omethinsay'?
DIALOGDATA_FRANKIE_BRANCH_0_DIALOG_0_SELECTION_0	Otnay ownay.
DIALOGDATA_FRANKIE_BRANCH_0_DIALOG_0_SELECTION_1	Isn'tyay ityay angerousday?
DIALOGDATA_FRANKIE_BRANCH_0_DIALOG_0_SELECTION_2	Alrightyay, I'llyay uybay.
DIALOGDATA_FRANKIE_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_FRANKIE_BRANCH_1_DIALOG_0_INPUT_ALT_0	Iyay otgay omesay illskay ollsscray otay ellsay!
DIALOGDATA_FRANKIE_BRANCH_1_DIALOG_0_INPUT_ALT_1	Interestedyay inyay ayay Ekboarmay eadhay?
DIALOGDATA_FRANKIE_BRANCH_1_DIALOG_0_INPUT_ALT_2	Otgay omesay Unjarsbay, Agiclovesmay...
DIALOGDATA_FRANKIE_BRANCH_1_DIALOG_0_SELECTION_0	Eeyasay!
DIALOGDATA_FRANKIE_BRANCH_2_DIALOG_0_INPUT	Ehhay, unnyfay ou'dyay askyay emay atthay...
DIALOGDATA_FRANKIE_BRANCH_2_DIALOG_1_INPUT	Onay eednay otay orryway. Emthay oarsbay aren'tyay allyay atthay enacingmay otay emay.
DIALOGDATA_FRANKIE_BRANCH_2_DIALOG_2_INPUT	Oughthay... ethay onesyay inyay ethay empletay aheadyay eemsay ayay illay' aryscay. Ere'sthay omesay easuretray inyay erethay otay ootlay, owy'knay...
DIALOGDATA_FRANKIE_BRANCH_2_DIALOG_3_INPUT	Ifyay Iyay ouldcay indfay omesay ayway otay etgay inyay ithoutway ettingay' urderedmay, I'dyay ebay akinmay' omesay oodgay usinessbay.
DIALOGDATA_FRANKIE_BRANCH_2_DIALOG_4_INPUT	Arefulcay ifyay ayay everyay onsidercay oinggay inyay erethay.
DIALOGDATA_FRANKIE_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Eyahay, avelertray! I'myay Ankiefray.
DIALOGDATA_FRANKIE_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	I'veyay otgay omesay interestinyay' oodsgay orfay ayay. Igurefay otay eckchay emthay outyay?
DIALOGDATA_FRANKIE_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_0	Anotheryay imetay...
DIALOGDATA_FRANKIE_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_1	Isn'tyay ityay angerousday?
DIALOGDATA_FRANKIE_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_2	Uresay, I'llyay uybay.
DIALOGDATA_SKRIT_NAME_TAG	Itskray
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_INPUT_ALT_0	It'sskray otgay ayay ewfay oodgay iniesshay inyay orestay...
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_INPUT_ALT_1	Itskray inksthay ayay eelinfay' uckylay...
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_INPUT_ALT_2	Et'slay ilttay ethay alesscay...
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_INPUT_ALT_3	Ehhay, ayay eadyray otay amblegay?
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_SELECTION_0	Aybemay aterlay.
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_SELECTION_1	Amblinggay?
DIALOGDATA_SKRIT_BRANCH_0_DIALOG_0_SELECTION_2	Alrightyay, et'slay oday ityay.
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_INPUT_ALT_0	Ehehhay... It'sskray otgay ethay oodsgay.
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_INPUT_ALT_1	Itskray ikeslay ayay oicechay! Chk'Chk'Chkyay...
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_INPUT_ALT_2	Et'slay eesay erewhay ethay allbay opsdray...
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_INPUT_ALT_3	Anymay oodgay iniesshay erehay...
DIALOGDATA_SKRIT_BRANCH_1_DIALOG_0_SELECTION_0	I'myay oneday...
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_0_INPUT	Ehhyay? Erhapspay Itskray idn'tday ealizeray otay elltay ayay.
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_1_INPUT	Ivegay omesay oincay otay Itskray, andyay ayay aymay etgay omethinsay' oodgay inyay eturnray...
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_2_INPUT	It'syay onenay ofyay ayay usinessbay erewhay Itskray etsgay ethay oodsgay oughthay! Eepkay ityay uietqay!
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_3_INPUT	Ayay ancay e-rollray ethay ockstay Itskray offersyay asyay ellway, onay argechay! Ayay ustjay an'tcay eesay ityay illtay' ayay uybay ityay.
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_4_INPUT	Itskray ervessay etterbay ockstay enwhay ayay etgay ongerstray inyay ayay ourneyjay. Eepkay atthay inyay indmay.
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_4_SELECTION_0	Alrightyay, eeyasay.
DIALOGDATA_SKRIT_BRANCH_2_DIALOG_4_SELECTION_1	I'llyay ayplay.
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ehhay, atwhay avehay eway erehay?
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ayay otentialpay ustomercay, Itskray eessay?
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT_ALT_2	Ahhyay... esyay esyay esyay, Itskray elcomesway ayay...
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Inkinthay' ayay otgay omesay ucklay? Ingsthay otnay oinggay ethay ayway ayay antway?
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Itskray elcomesway omesay oincay otay ivegay ayay otentialpay advantageyay otay ayay ourneyjay...
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Itskray owsknay ishay airfay areshay ofyay adbay ucklay, utbay oincay alwaysyay alkstay. Ethay inyshay iltstay ethay alescay.
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Ifyay ayay otgay omesay otay owthray inyay, eakspay otay Itskray, ehehhay...
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Ahnay, eeyasay.
DIALOGDATA_SKRIT_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_1	I'llyay oday ityay.
DIALOGDATA_SPIKE_NAME_TAG	Ikespay
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_INPUT_ALT_0	Arkbay Arkbay! (Itemsyay, Itemsyay!!)
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ooray, Ooray, Ooray! (Aboutyay imetay! Ere'swhay ethay oodsgay?)
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_INPUT_ALT_2	Oohray, Arkbay!! (Otgay emay anythingyay?)
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay...
DIALOGDATA_SPIKE_BRANCH_0_DIALOG_0_SELECTION_1	Openyay Oragestay
DIALOGDATA_SPIKE_BRANCH_1_DIALOG_0_INPUT	Ohray? (At'chawhay otgay orfay emay?)
DIALOGDATA_SPIKE_BRANCH_1_DIALOG_0_SELECTION_0	Eeyasay!
DIALOGDATA_SPIKE_BRANCH_2_DIALOG_0_INPUT	Grrryay... (At'sthay ityay?)
DIALOGDATA_SPIKE_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Arkbay Arkbay! (Itemsyay, Itemsyay!!)
DIALOGDATA_SPIKE_INTRODUCTION_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay...
DIALOGDATA_SPIKE_INTRODUCTION_BRANCH_1_DIALOG_0_INPUT	Grrryay... (At'sthay ityay?)
DIALOGDATA_VANITYMIRROR_NAME_TAG	Irrormay ofyay Illusionyay
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_INPUT_ALT_0	Ahyay, esyay. Avehay ouyay ungspray inspirationyay orfay ayay ewnay ooklay?
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_INPUT_ALT_1	Ouyay eemsay inspiredyay...
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_INPUT_ALT_2	Areyay ouyay eadyray otay aketay onyay ayay ewnay ooklay?
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_SELECTION_0	Oodbyegay.
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_SELECTION_1	Illusionyay Onesstay?
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_SELECTION_2	Equipmentyay Anityvay?
DIALOGDATA_VANITYMIRROR_BRANCH_0_DIALOG_0_SELECTION_3	Eerpay intoyay ethay Irrormay.
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_INPUT_ALT_0	Allshay eway eginbay?
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_INPUT_ALT_1	Atwhay isyay ouryay isionvay?
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_INPUT_ALT_2	Atwhay isyay ethay ooklay atthay ouyay eeksay?
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_INPUT_ALT_3	Etlay usyay ommencecay.
DIALOGDATA_VANITYMIRROR_BRANCH_1_DIALOG_0_SELECTION_0	Oodbyegay.
DIALOGDATA_VANITYMIRROR_BRANCH_2_DIALOG_0_INPUT	Illusionyay Onesstay areyay ethay ainmay ourcesay ofyay myyay owerpay, oryay atherray, myyay ervicesay.
DIALOGDATA_VANITYMIRROR_BRANCH_2_DIALOG_1_INPUT	Ilewhay otnay ecessarilynay ayay urrencycay, eythay areyay onsideredcay asyay ayay Adetray Itemyay.
DIALOGDATA_VANITYMIRROR_BRANCH_2_DIALOG_2_INPUT	Illusionyay Onesstay ancay ebay urchasedpay orfay ayay ighhay aluevay, oryay ebay oundfay omfray ethay outsideyay orldway.
DIALOGDATA_VANITYMIRROR_BRANCH_2_DIALOG_3_INPUT	Eachyay ategorycay ouyay angechay ouryay appearanceyay inyay (Olorcay, Eadhay, Odybay), illway ostcay oneyay Illusionyay Onestay eachyay.
DIALOGDATA_VANITYMIRROR_BRANCH_2_DIALOG_3_SELECTION_0	Iyay eesay, anywaysyay...
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_0_INPUT	Myyay ervicessay areyay otnay eedednay otay applyyay anityvay otay ouryay eargay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_1_INPUT	Oweverhay, ouyay illway eednay Illusionyay Onesstay otay oday isthay asktay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_2_INPUT	Eeksay ouryay inventoryyay enumay, andyay esspray ethay anityvay uttonbay onyay ethay optay ightray ornercay ofyay ethay Abtay Enumay otay accessyay ouryay anityvay otsslay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_3_INPUT	Allyay utbay eaponsway andyay ingsray ancay ebay anitizedvay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_4_INPUT	Ethay equipmentyay otslay ouyay ishway otay anitizevay ustmay avehay omethingsay equippedyay otay overrideyay ethay ooklay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_5_INPUT	Ouyay illway otnay ebay ableyay otay ansmogrifytray equipmentyay atthay isyay igherhay evellay anthay ouyay, osay eepkay atthay inyay indmay.
DIALOGDATA_VANITYMIRROR_BRANCH_3_DIALOG_6_INPUT	Iyay aketay ityay ouyay avehay anymay ideasyay ithway isthay ewnay oundfay owledgeknay, esyay?
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Eetingsgray. Iyay aketay ityay ouyay aymay avehay omesay interestyay inyay emay?
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Iyay amyay ethay Irrormay ofyay Illusionyay, Angela'syay onstructcay. Myyay oicevay ancay onlyyay ebay eardhay etweenbay elfmysay andyay ethay oneyay owhay ooseschay otay eakspay otay emay.
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Ingbray emay Illusionyay Onesstay, andyay Iyay ancay angechay ouryay ooklay ermanentlypay. Oughthay, eepkay inyay indmay atthay ouyay annotcay ebay inyay ethay ormfay ofyay anotheryay aceray.
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_0	Oodbyegay.
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_1	Illusionyay Onesstay?
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_2	Equipmentyay Anityvay?
DIALOGDATA_VANITYMIRROR_INTRODUCTION_BRANCH_0_DIALOG_2_SELECTION_3	Eerpay intoyay ethay Irrormay.
DIALOGDATA_VIVIAN_NAME_TAG	Ivianvay
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_INPUT	
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_INPUT_ALT_0	Hmyay, eahyay?
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_INPUT_ALT_1	Eahyay? At'swhay upyay?
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_INPUT_ALT_2	Ehmyay, ouyay eednay omesay enchantingyay oneday?
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_INPUT_ALT_3	Eyhay! On'tday artlestay emay ikelay atthay. Eezegay.
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_SELECTION_0	Evermindnay.
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_SELECTION_1	Aboutyay omethingsay...
DIALOGDATA_VIVIAN_BRANCH_0_DIALOG_0_SELECTION_2	Enchantyay myyay uffstay!
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT	
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT_ALT_0	Alrightyay, opehay ouyay otgay ethay undsfay.
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT_ALT_1	Myyay ervicessay aren'tyay eapchay, osay inkthay ardhay.
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT_ALT_2	Hmyay? Ohyay ightray, eway ancay oday atthay.
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT_ALT_3	Isthay etterbay ebay omethingsay ewnay orfay emay otay enchantyay...
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_INPUT_ALT_4	Oookayyay, et'slay oday ityay.
DIALOGDATA_VIVIAN_BRANCH_1_DIALOG_0_SELECTION_0	Eeyasay!
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_INPUT	
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_INPUT_ALT_0	Uhmyay, eahyay?
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_INPUT_ALT_1	Onay upidstay uestionsqay, easeplay...
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_INPUT_ALT_2	Isyay ityay aboutyay enchantingyay?
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_INPUT_ALT_3	Okayyay, I'myay isteninglay.
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_SELECTION_0	Evermindnay.
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_SELECTION_1	Ou'reyay utecay!
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_SELECTION_2	Apprenticeyay?
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_SELECTION_3	Enchantingyay?
DIALOGDATA_VIVIAN_BRANCH_2_DIALOG_0_SELECTION_4	Eaponway Alingscay?
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_0_INPUT	Okayyay, osay isthay isyay owhay enchantingyay orksway.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_1_INPUT	Ouyay ivegay emay ayay iecepay ofyay equipmentyay. Eaponsway oryay armoryay ancay oday.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_2_INPUT	Ependingday onyay ethay equipmentyay, it'llyay ostcay ownscray. Areray itemsyay illway additionallyyay eednay adetray itemsyay otay enchantyay.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_3_INPUT	Akemay uresay ethay equipmentyay isn'tyay ormallyfay exoticyay oughthay, Iyay an'tcay enchantyay osethay.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_4_INPUT	Enchantingyay isyay ayay elicateday ocesspray, andyay it'syay earlynay impossibleyay otay oosechay ichwhay oneyay ouyay antway.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_5_INPUT	Ecausebay ofyay atthay, ouyay illway etgay ayay andomray enchantmentyay eachyay imetay.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_6_INPUT	Iyay opehay ouyay understoodyay allyay atthay. Iyay ouldway atherray otnay ivegay ouyay ethay un-downray againyay.
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_6_SELECTION_0	Anksthay, eeyasay!
DIALOGDATA_VIVIAN_BRANCH_3_DIALOG_6_SELECTION_1	I'llyay enchantyay omethingsay.
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT	
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT_ALT_0	Ughyay, utshay upyay...
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT_ALT_1	Eahyay, at'sthay otnay ayay uestionqay.
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT_ALT_2	Ouyay uresay aboutyay atthay? Ouyay ightmay otnay ebay ayingsay atthay afteryay Iyay ickkay ouryay acefay inyay.
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT_ALT_3	Ouyay owknay, omesay ingsthay areyay ustjay etterbay offyay eingbay unsaidyay.
DIALOGDATA_VIVIAN_BRANCH_4_DIALOG_0_INPUT_ALT_4	Eepkay ityay otay ourselfyay, uddybay.
